DATE,LambertBridge.ft,LambertBridge.CFS,Mill.School.ft,Mill.Puccioni.in,Felta.in,Austin.ft,Austin.CFS,Mar14.in,Wil3.ft,Maacama.ft,Maacama.CFS,SantaRosa.ft,SantaRosa.CFS
11/5/2016,8.41,126,1.18,down,1.88,4.49,63,18.95,down,5,27,23.66,10
11/6/2016,8.38,117,1.14,down,1.64,4.44,55,19.30,down,4.92,23,23.64,9.3
11/7/2016,8.38,117,1.09,down,1.36,4.39,47,19.14,down,4.86,20,23.63,9.3
11/8/2016,8.37,115,1.06,down,1.17,4.34,41,19.02,down,4.8,17,23.61,8.6
11/9/2016,8.37,115,1.06,down,1.09,4.31,37,19.06,down,4.74,15,23.57,7.3
11/10/2016,8.37,115,1,down,1.05,4.28,33,19.1,down,4.71,14,23.56,7
11/11/2016,8.36,113,0.66,down,1.02,4.26,31,19.14,down,4.67,12,23.54,6.4
11/12/2016,8.34,109,0.97,down,0.82,4.24,29,19.14,down,4.65,12,23.53,6.1
11/13/2016,8.34,109,0.96,down,0.86,4.22,27,19.22,down,4.63,11,23.52,5.8
11/14/2016,8.34,109,0.95,down,0.90,4.21,26,19.3,down,4.61,11,23.51,5.5
11/15/2016,8.33,107,0.94,down,0.90,4.19,24,19.22,down,4.59,9.9,23.5,5.3
11/16/2016,8.33,107,0.95,down,0.74,4.19,24,19.26,down,4.59,9.9,23.5,5.3
11/17/2016,8.33,107,0.93,down,0.55,4.18,23,19.49,1.17,4.57,9.2,23.5,5.3
11/18/2016,8.33,115,0.93,down,0.39,4.16,18,19.53,1.17,4.55,10,23.48,4.8
11/19/2016,8.57,170,2.27,down,13.00,7.12,1160,22.93,1.67,4.79,19,25.68,272
11/20/2016,8.86,Down,2.31,down,10.82,6.46,794,28.63,2.41,6.69,down,25.48,226
11/21/2016,8.75,Down,1.84,down,6.99,5.53,394,23.36,1.9,6.06,132,24.46,65
11/22/2016,8.58,173,1.64,down,4.88,5.12,230,21.29,1.69,5.6,77,24.14,36
11/23/2016,8.62,183,1.65,down,4.92,5.13,233,23.63,1.69,5.95,117,24.4,58
11/24/2016,8.52,158,1.51,down,3.91,4.92,158,21.48,1.62,5.52,69,24.08,32
11/25/2016,8.49,150,1.43,down,3.44,4.83,133,20.66,1.55,5.33,52,23.98,26
11/26/2016,8.56,168,1.68,down,7.27,5.17,248,20.74,1.5,5.3,50,24.44,62
11/27/2016,8.89,Down,1.85,down,6.49,5.66,431,23.05,2.28,6.04,129,24.64,84
11/28/2016,8.75,Down,1.69,down,5.90,5.31,300,21.6,1.94,5.7,87,24.23,43
11/29/2016,8.63,186,1.57,down,4.61,5.09,219,20.7,1.75,5.52,69,24.09,33
11/30/2016,8.56,168,1.48,down,3.82,4.95,168,20.08,1.65,5.35,53,23.97,25
12/1/2016,8.52,158,1.4,down,3.20,4.85,138,19.69,1.58,5.26,47,23.91,21
12/2/2016,8.48,148,1.35,down,2.66,4.77,117,19.61,1.51,5.16,39,23.86,19
12/3/2016,8.45,139,1.3,down,2.27,4.71,103,19.45,1.46,5.09,35,23.82,11
12/4/2016,8.44,137,1.26,down,1.99,4.66,92,19.26,1.42,5.04,32,23.8,10
12/5/2016,8.42,132,1.23,down,1.80,4.61,81,19.06,1.4,5,30,23.78,9.3
12/6/2016,8.41,130,1.19,down,1.52,4.57,74,18.83,1.37,4.94,26,23.75,8.3
12/7/2016,8.39,126,1.17,down,1.38,4.54,68,18.79,1.35,4.91,25,23.74,7.9
12/8/2016,8.47,146,1.72,down,6.37,5.14,233,19.84,1.59,5.02,31,24.46,54
12/9/2016,8.54,163,1.97,down,9.10,5.67,435,22.07,2.78,5.7,87,24.38,47
12/10/2016,9.91,down,4.27,down,20.59,9.32,2760,44.61,3.14,9.56,down,25.61,248
12/11/2016,9.14,down,2.47,down,11.88,6.21,671,26.64,2.71,6.79,down,25.1,143
12/12/2016,8.83,down,2,down,8.52,5.56,392,23.4,2.17,6.24,160,24.81,96
12/13/2016,8.7,down,1.78,down,6.52,5.25,273,21.95,1.94,5.98,121,24.42,51
12/14/2016,8.67,196,1.72,down,6.64,5.55,388,22,1.9,5.98,121,24.41,50
12/15/2016,10.28,down,4.2,down,18.90,11.59,4970,34.22,3.26,8.95,down,25.17,155
12/16/2016,10.73,down,4.01,down,18.90,8.17,1570,35.9,3.16,8.3,down,27.21,738
12/17/2016,9.48,down,2.76,down,12.73,6.3,530,28.4,1.84,6.68,down,25.29,177
12/18/2016,9.11,down,2.34,down,9.84,5.67,281,25.63,1.42,6.26,163,24.94,166
12/19/2016,8.88,down,2.09,down,7.93,5.34,164,23.98,1.19,6.02,126,24.67,78
12/20/2016,8.76,down,1.94,down,6.56,5.13,107,22.929688,1.03,5.58,105,24.51,59
12/21/2016,8.68,199,1.83,down,5.625,4.99,77,22.265625,0.91,5.74,91,24.43,51
12/22/2016,8.62,183,1.74,down,4.84,4.88,58,21.601562,0.82,5.64,80,24.34,43
12/23/2016,8.64,188,1.97,down,8.12,5.04,87,24.34,1.08,5.83,102,25.37,194
12/24/2016,8.64,188,1.97,down,6.45,4.99,77,23.67,1.05,5.76,94,24.77,91
12/25/2016,8.58,173,1.78,down,5.7,4.86,55,22.34,0.9,5.62,78,24.46,54
12/26/2016,8.54,163,1.71,down,5.16,4.78,43,21.68,0.8,5.54,71,24.35,44
12/27/2016,8.51,155,1.66,down,4.65,4.71,35,21.17,0.72,5.49,66,24.27,37
12/28/2016,8.49,150,1.62,down,4.26,4.66,29,20.86,0.66,5.45,62,24.22,33
12/29/2016,8.46,160,1.59,down,3.91,4.6,23,20.59,0.61,5.4,58,24.17,30
12/30/2016,8.45,158,1.56,down,3.63,4.57,21,20.35,0.57,5.38,56,24.14,27
12/31/2016,8.43,153,1.54,down,3.36,4.54,18,20.12,0.54,5.35,53,24.11,26
1/1/2017,8.41,148,1.51,down,3.125,4.51,16,19.96,0.5,5.32,52,24.07,23
1/2/2017,8.41,148,1.48,down,2.85,4.47,13,19.8,0.47,5.3,50,24.05,22
1/3/2017,8.41,148,1.51,down,3.16,4.52,17,20.63,0.49,5.31,51,24.42,51
1/4/2017,10.9,down,down,down,20.63,8.35,1700,20.63,2.69,7.85,down,28.24,1170
1/5/2017,9.44,down,down,down,14.34,6.09,443,30.04,1.59,6.34,177,25.52,257
1/6/2017,9.09,down,down,down,11.45,5.55,237,26.99,1.28,6.03,128,25.12,180
1/7/2017,9.12,down,down,down,12.8125,5.57,244,28.59375,1.15,6.09,136,25.36,226
1/8/2017,13.94,down,down,down,45.820312,14.57,8100,65.78125,3.27,17.68,down,31.65,3270
1/9/2017,13.05,down,down,down,27.34375,9.12,2270,41.33,4.21,9.18,down,27.92,1030
1/10/2017,12.3,down,down,down,32.93,9.71,2750,48.28,2.91,9.99,down,28.01,1070
1/11/2017,13.78,down,down,down,32.3,10.15,3140,45.7,3.7,9.81,down,28.4,1250
1/12/2017,11.21,down,down,down,21.68,7.83,1350,39.49,2.82,7.52,down,27.73,945
1/13/2017,13.33,down,down,down,16.8,6.46,601,33.32,1.93,6.54,down,25.74,307
1/14/2017,16.1,down,down,down,14.34,5.77,318,30.47,1.61,6.12,141,25.28,211
1/15/2017,16.44,down,down,down,12.62,5.38,177,28.75,1.41,5.85,105,25.05,169
1/16/2017,16.64,down,down,down,11.21,5.09,98,27.42,1.26,5.68,84,24.91,146
1/17/2017,16.71,down,down,down,10,4.89,60,26.56,1.16,5.54,71,24.76,122
1/18/2017,15.9,down,down,down,9.22,4.77,42,25.6,1.08,5.46,63,24.72,116
1/19/2017,12.63,down,down,down,28.16,7.92,1410,37.27,2.73,8.48,down,27.12,705
1/20/2017,13.79,down,down,down,34.8,9.18,2320,42.77,4.88,10.24,down,29.27,1860
1/21/2017,11.81,down,down,down,24.06,7.18,964,38.05,2.25,8.3,down,26.09,475
1/22/2017,16.14,down,down,down,39.65,11.32,4260,49.84,5.38,10.8,down,30.47,2540
1/23/2017,down,down,down,down,23.71,7.42,1100,37.54,2.67,7.55,down,26.6,680
1/24/2017,17.44,down,down,down,18.09,6.56,647,33.28,2.13,6.79,down,25.78,372
1/25/2017,17.19,down,down,down,14.92,5.92,376,30.59,1.72,6.35,179,25.4,253
1/26/2017,17.07,down,down,down,12.89,5.57,244,28.98,1.5,6.1,138,25.19,198
1/27/2017,17.59,down,down,down,11.33,5.32,158,27.7,1.35,5.91,111,25.02,160
1/28/2017,17.54,down,down,down,10.08,5.13,408,26.76,1.23,5.78,96,24.87,130
1/29/2017,17.55,down,down,down,9.14,4.99,352,26.05,1.14,5.68,84,24.73,104
1/30/2017,17.42,down,down,down,8.32,4.88,311,25.43,1.07,5.6,77,24.67,95
1/31/2017,17.45,down,down,down,7.66,4.79,277,24.96,1,5.53,126,24.61,84
2/1/2017,17.33,down,down,down,7.03,4.71,248,24.61,0.94,5.47,114,24.55,76
2/2/2017,13.88,down,down,down,12.46,5.23,447,29.65,1.49,6.35,197,26.06,467
2/3/2017,14.51,down,down,down,20.23,8.47,2320,35.86,3.24,8.7,down,26.03,456
2/4/2017,14.2,down,down,down,22.15,7.2,1450,36.88,1.86,7.1,down,25.99,442
2/5/2017,13.94,down,down,down,17.58,6.37,970,32.7,1.6,6.61,down,25.39,250
2/6/2017,14.79,down,down,down,18.48,7.39,1570,37.78,1.96,8.4,down,26.19,512
2/7/2017,18.02,down,down,down,61.6,17.26,12600,72.81,5.38,14.75,down,33.05,4430
2/8/2017,12.12,down,down,down,31.33,8.92,2670,47.73,4.31,9.34,down,29.65,2070
2/9/2017,11.61,down,down,down,26.45,7.96,1950,40,2.84,8.06,down,27.25,953
2/10/2017,12.59,down,down,down,29.06,8.95,2690,42.03,3.23,8.7,down,27.82,1180
2/11/2017,11.6,down,down,down,20,7.07,1360,35.47,2.11,7.03,down,26.13,490
2/12/2017,17.73,down,down,down,15.94,6.07,815,32.15,1.62,6.34,down,25.55,296
2/13/2017,17.69,down,down,down,13.63,5.56,579,30.08,1.37,5.94,down,25.29,223
2/14/2017,17.63,down,down,down,11.95,5.25,455,28.48,1.21,5.69,165,25.11,179
2/15/2017,17.55,down,down,down,10.73,5.03,368,27.42,1.08,5.52,125,24.69,146
2/16/2017,14.26,down,down,down,14.57,6.92,1270,38.01,2.25,7.26,down,26.81,772
2/17/2017,11.63,down,down,down,11.76,5.34,492,30.08,1.41,5.67,160,25.25,213
2/18/2017,12.96,down,down,down,23,7.36,1550,39.18,3.02,7.36,down,27.05,879
2/19/2017,11.15,down,down,down,18.71,6.24,899,33.79,2.02,6.31,down,25.81,384
2/20/2017,12.76,down,down,down,35,10.24,3810,46.52,4.28,9.61,down,28.51,1490
2/21/2017,13.05,down,down,down,28.24,8.99,2730,41.88,2.77,8.54,down,27.08,891
2/22/2017,11.27,down,down,down,20.04,7.08,1370,35.63,1.95,7.18,down,25.93,423
2/23/2017,15.21,down,down,down,16.17,6.23,893,32.54,1.57,6.59,down,25.53,291
2/24/2017,15.07,down,down,down,13.91,5.71,647,30.31,1.33,6.21,down,25.59,223
2/25/2017,15.01,down,down,down,12.38,5.41,518,28.95,1.18,5.99,down,25.16,190
2/26/2017,14.83,down,down,down,11.17,5.21,439,27.81,1.07,5.84,down,25.01,157
2/27/2017,14.78,down,down,down,10.04,5.06,380,26.95,0.99,5.7,167,24.87,130
2/28/2017,14.7,down,down,down,8.95,4.92,326,26.09,0.91,5.59,141,24.77,111
3/1/2017,14.57,down,down,down,7.9,4.8,281,25.39,0.84,5.49,118,24.65,91
3/2/2017,14.63,down,down,down,7.15,4.72,251,24.88,0.79,5.42,103,24.61,84
3/3/2017,14.56,down,down,down,6.6,4.65,226,24.49,0.75,5.35,91,24.55,76
3/4/2017,1307,down,down,down,6.17,4.59,204,24.14,0.72,5.3,82,24.51,70
3/5/2017,13.01,down,down,down,6.4,4.72,251,27.42,0.78,5.39,98,24.83,122
3/6/2017,12.91,down,down,down,6.13,4.7,244,27.42,0.76,5.4,100,24.89,133
3/7/2017,12.89,down,down,down,5.66,4.64,222,26.72,0.76,5.52,125,24.72,103
3/8/2017,12.95,down,down,down,5.23,4.58,201,25.86,0.73,5.38,126,24.63,88
3/9/2017,12.86,down,down,down,update,4.53,184,25.31,0.7,5.3,111,24.51,70
3/10/2017,,,,,,,,,,,,,
3/11/2017,,,,,,,,,,,,,
3/12/2017,,,,,,,,,,,,,
3/13/2017,,,,,,,,,,,,,
3/14/2017,,,,,,,,,,,,,
3/15/2017,,,,,,,,,,,,,
3/16/2017,,,,,,,,,,,,,
3/17/2017,,,,,,,,,,,,,
3/18/2017,,,,,,,,,,,,,
3/19/2017,,,,,,,,,,,,,
3/20/2017,,,,,,,,,,,,,
3/21/2017,,,,,,,,,,,,,
3/22/2017,,,,,,,,,,,,,
3/23/2017,,,,,,,,,,,,,
3/24/2017,,,,,,,,,,,,,
3/25/2017,,,,,,,,,,,,,
3/26/2017,,,,,,,,,,,,,
3/27/2017,,,,,,,,,,,,,
3/28/2017,,,,,,,,,,,,,
3/29/2017,,,,,,,,,,,,,
3/30/2017,,,,,,,,,,,,,
3/31/2017,,,,,,,,,,,,,
4/1/2017,,,,,,,,,,,,,
4/2/2017,,,,,,,,,,,,,
4/3/2017,,,,,,,,,,,,,
4/4/2017,,,,,,,,,,,,,
4/5/2017,,,,,,,,,,,,,
4/6/2017,,,,,,,,,,,,,
4/7/2017,,,,,,,,,,,,,
4/8/2017,,,,,,,,,,,,,
4/9/2017,,,,,,,,,,,,,
4/10/2017,,,,,,,,,,,,,
4/11/2017,,,,,,,,,,,,,
4/12/2017,,,,,,,,,,,,,
4/13/2017,,,,,,,,,,,,,
4/14/2017,,,,,,,,,,,,,
4/15/2017,,,,,,,,,,,,,
4/16/2017,,,,,,,,,,,,,
4/17/2017,,,,,,,,,,,,,
4/18/2017,,,,,,,,,,,,,
4/19/2017,,,,,,,,,,,,,
4/20/2017,,,,,,,,,,,,,
4/21/2017,,,,,,,,,,,,,
4/22/2017,,,,,,,,,,,,,
4/23/2017,,,,,,,,,,,,,
4/24/2017,,,,,,,,,,,,,
4/25/2017,,,,,,,,,,,,,
